captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned,is_bike,is_parttime,is_bengaluru,churn_probability,risk_segment,rides_decay_x_parttime,low_earnings_x_bike,cancellation_x_zone,week4_x_incentive
CAP00119,Hyderabad,auto,5,parttime,28,20,12,7,0.724,0.637,0.192,0.14,32.2,15.75,0.494,126.0,2,1,0,6,1,gpay,1,0,1,0,0.7195469400617606,High Risk,0.724,0.0,0.28,7
CAP00120,Pune,bike,7,fulltime,83,67,57,26,0.679,0.05,0.236,0.22,11.0,11.24,0.323,304.0,3,0,0,2,2,cash,0,1,0,0,0.35553481680783283,Medium Risk,0.0,304.0,0.66,0
CAP00121,Pune,bike,7,parttime,32,25,18,8,0.727,0.888,0.326,0.107,17.4,13.44,0.097,128.0,5,1,0,5,2,amazon_pay,0,1,1,0,0.5882918852249995,Medium Risk,0.727,128.0,0.535,8
CAP00122,Bengaluru,auto,6,parttime,30,22,14,6,0.774,0.586,0.153,0.131,24.2,19.83,0.142,138.0,3,1,1,6,0,qr_scan,1,0,1,1,0.4842219277092557,Medium Risk,0.774,0.0,0.393,6
CAP00123,Bengaluru,bike,8,parttime,37,22,13,10,0.711,0.631,0.07,0.156,18.7,11.76,0.255,132.0,3,0,1,6,1,paytm,0,1,1,1,0.5646159919370339,Medium Risk,0.711,132.0,0.46799999999999997,0
CAP00124,Bengaluru,bike,2,parttime,32,18,10,7,0.758,0.758,0.196,0.177,16.8,13.47,0.591,103.0,2,1,0,4,3,gpay,1,1,1,1,0.7162903181095568,High Risk,0.758,103.0,0.354,7
CAP00125,Hyderabad,auto,7,parttime,33,29,13,5,0.824,0.775,0.023,0.092,20.3,19.49,0.635,118.0,3,1,0,7,1,gpay,1,0,1,0,0.6814908989488087,High Risk,0.824,0.0,0.276,5
CAP00126,Pune,bike,10,parttime,41,31,23,17,0.571,0.651,0.264,0.17,18.6,10.07,0.306,189.0,2,0,0,3,1,gpay,0,1,1,0,0.542092741940769,Medium Risk,0.571,189.0,0.34,0
CAP00127,Pune,auto,7,fulltime,81,68,46,30,0.622,0.365,0.765,0.14,15.6,23.7,0.178,815.0,0,0,0,6,0,gpay,0,0,0,0,0.11974972834462076,Low Risk,0.0,0.0,0.0,0
CAP00128,Bengaluru,bike,4,parttime,30,16,9,6,0.774,0.458,0.633,0.105,13.7,8.93,0.114,64.0,3,0,0,4,0,paytm,1,1,1,1,0.6332269618081293,Medium Risk,0.774,64.0,0.315,0
CAP00129,Hyderabad,bike,12,parttime,30,21,11,5,0.806,0.34,0.587,0.138,17.8,10.74,0.117,62.0,4,0,0,6,1,amazon_pay,1,1,1,0,0.7645479922289249,High Risk,0.806,62.0,0.552,0
CAP00130,Hyderabad,auto,10,fulltime,92,83,37,13,0.849,0.359,0.458,0.082,18.7,17.42,0.391,277.0,2,1,1,6,0,amazon_pay,1,0,0,0,0.18628506356450944,Low Risk,0.0,0.0,0.164,13
CAP00131,Bengaluru,bike,2,parttime,35,29,22,14,0.583,0.757,0.508,0.22,22.8,11.93,0.417,174.0,3,0,1,14,4,paytm,0,1,1,1,0.5928216438564551,Medium Risk,0.583,174.0,0.66,0
CAP00132,Bengaluru,bike,4,parttime,32,27,23,16,0.485,0.437,0.466,0.22,18.5,8.72,0.354,145.0,4,1,0,10,1,amazon_pay,0,1,1,1,0.5392621930236222,Medium Risk,0.485,145.0,0.88,16
CAP00133,Bengaluru,bike,4,parttime,35,25,15,11,0.667,0.446,0.702,0.22,11.7,14.13,0.446,162.0,4,0,1,4,4,qr_scan,0,1,1,1,0.6840860257285466,High Risk,0.667,162.0,0.88,0
CAP00134,Delhi,bike,12,parttime,22,18,12,7,0.652,0.398,0.294,0.22,19.5,7.0,0.063,51.0,2,0,1,7,1,amazon_pay,1,1,1,0,0.6803086190005664,High Risk,0.652,51.0,0.44,0
CAP00135,Bengaluru,bike,12,parttime,21,17,12,8,0.591,0.678,0.172,0.22,17.4,9.99,0.571,83.0,4,0,1,2,2,gpay,1,1,1,1,0.7222164774064953,High Risk,0.591,83.0,0.88,0
CAP00136,Hyderabad,bike,6,parttime,29,17,9,6,0.767,0.879,0.192,0.22,14.8,14.82,0.538,92.0,0,1,0,8,3,gpay,0,1,1,0,0.7019230997698126,High Risk,0.767,92.0,0.0,6
CAP00137,Chennai,bike,7,fulltime,78,45,31,17,0.772,0.587,0.023,0.22,12.4,10.63,0.169,188.0,1,0,0,7,0,amazon_pay,0,1,0,0,0.3622579248243076,Medium Risk,0.0,188.0,0.22,0
CAP00138,Hyderabad,bike,3,fulltime,71,44,34,28,0.597,0.574,0.339,0.167,12.5,7.98,0.325,248.0,2,0,0,3,0,paytm,0,1,0,0,0.2534707094626162,Low Risk,0.0,248.0,0.334,0
CAP00139,Delhi,bike,10,fulltime,68,39,34,20,0.696,0.064,0.669,0.147,13.3,12.03,0.547,274.0,0,0,0,8,2,gpay,0,1,0,0,0.32735910751785063,Low Risk,0.0,274.0,0.0,0
CAP00140,Delhi,bike,1,fulltime,67,52,44,21,0.676,0.566,0.354,0.22,16.7,9.12,0.53,199.0,2,1,0,2,4,paytm,0,1,0,0,0.4379458287429358,Medium Risk,0.0,199.0,0.44,21
CAP00141,Bengaluru,bike,3,fulltime,81,75,66,23,0.707,0.271,0.125,0.145,10.0,15.47,0.465,406.0,3,0,1,6,0,paytm,0,1,0,1,0.15790907021510164,Low Risk,0.0,406.0,0.43499999999999994,0
CAP00142,Hyderabad,auto,9,parttime,27,23,21,10,0.607,0.726,0.326,0.14,41.8,18.27,0.261,209.0,1,0,1,2,3,paytm,0,0,1,0,0.5764465168074622,Medium Risk,0.607,0.0,0.14,0
CAP00143,Bengaluru,bike,1,fulltime,81,68,39,16,0.793,0.662,0.294,0.22,16.4,10.05,0.153,167.0,3,0,0,6,0,paytm,0,1,0,1,0.4127064515833556,Medium Risk,0.0,167.0,0.66,0
CAP00144,Bengaluru,bike,8,parttime,29,25,20,13,0.533,0.858,0.175,0.191,20.6,11.1,0.259,156.0,1,1,1,7,1,qr_scan,1,1,1,1,0.34943982752031233,Low Risk,0.533,156.0,0.191,13
CAP00145,Bengaluru,auto,2,parttime,25,22,16,9,0.615,0.556,0.198,0.14,25.7,20.9,0.166,216.0,4,1,0,6,3,paytm,1,0,1,1,0.5229227322351057,Medium Risk,0.615,0.0,0.56,9
CAP00146,Chennai,auto,6,parttime,33,22,16,8,0.735,0.355,0.289,0.052,29.7,19.9,0.342,201.0,4,0,0,8,1,gpay,1,0,1,0,0.5333713937658807,Medium Risk,0.735,0.0,0.208,0
CAP00147,Hyderabad,bike,3,parttime,26,15,8,3,0.852,0.194,0.73,0.178,22.2,10.12,0.429,33.0,2,0,0,5,0,gpay,0,1,1,0,0.8335676709660385,High Risk,0.852,33.0,0.356,0
CAP00148,Bengaluru,auto,7,fulltime,65,55,48,40,0.379,0.056,0.514,0.127,15.2,21.74,0.617,1012.0,2,1,1,5,2,cash,1,0,0,1,0.05689953507964635,Low Risk,0.0,0.0,0.254,40
CAP00149,Bengaluru,bike,2,fulltime,85,61,51,47,0.442,0.363,0.396,0.22,13.7,11.03,0.604,539.0,2,1,0,7,1,gpay,0,1,0,1,0.11162486053215687,Low Risk,0.0,539.0,0.44,47
CAP00150,Delhi,auto,4,parttime,30,27,23,19,0.355,0.911,0.338,0.11,26.9,19.14,0.277,432.0,7,1,0,7,3,qr_scan,1,0,1,0,0.2741966303414096,Low Risk,0.355,0.0,0.77,19
CAP00151,Bengaluru,bike,10,parttime,22,20,18,14,0.348,0.543,0.43,0.22,12.2,15.01,0.165,219.0,3,1,0,7,0,gpay,1,1,1,1,0.32942973298130995,Low Risk,0.348,219.0,0.66,14
CAP00152,Bengaluru,bike,9,parttime,24,22,13,8,0.64,0.911,0.376,0.22,18.7,8.92,0.538,74.0,1,1,1,8,1,cash,0,1,1,1,0.5351855415848072,Medium Risk,0.64,74.0,0.22,8
CAP00153,Hyderabad,bike,6,parttime,30,25,23,19,0.355,0.651,0.579,0.163,17.3,12.36,0.294,262.0,3,1,0,1,1,qr_scan,0,1,1,0,0.3338459343952179,Low Risk,0.355,262.0,0.489,19
CAP00154,Delhi,auto,4,fulltime,90,71,39,26,0.703,0.36,0.696,0.14,20.8,22.02,0.246,656.0,2,1,0,8,2,gpay,0,0,0,0,0.1776367066983692,Low Risk,0.0,0.0,0.28,26
CAP00155,Bengaluru,bike,2,fulltime,69,59,29,15,0.771,0.361,0.678,0.22,17.4,11.7,0.617,183.0,1,0,0,12,1,amazon_pay,0,1,0,1,0.3780774206126177,Medium Risk,0.0,183.0,0.22,0
CAP00156,Chennai,bike,10,parttime,28,18,8,3,0.862,0.736,0.39,0.22,13.2,11.38,0.215,36.0,2,1,1,1,2,paytm,0,1,1,0,0.7697261479216398,High Risk,0.862,36.0,0.44,3
CAP00157,Chennai,bike,9,fulltime,82,45,25,11,0.855,0.252,0.461,0.22,11.7,13.37,0.417,153.0,2,0,0,5,0,amazon_pay,1,1,0,0,0.47326470407103366,Medium Risk,0.0,153.0,0.44,0
CAP00158,Bengaluru,auto,4,parttime,31,22,13,8,0.719,0.747,0.434,0.065,34.6,17.34,0.647,173.0,2,1,0,7,3,gpay,0,0,1,1,0.6209326630092893,Medium Risk,0.719,0.0,0.13,8
CAP00159,Chennai,auto,9,parttime,30,24,14,10,0.645,0.759,0.546,0.14,20.0,13.61,0.477,156.0,1,0,1,8,1,gpay,0,0,1,0,0.5614061191446509,Medium Risk,0.645,0.0,0.14,0
CAP00160,Hyderabad,bike,2,fulltime,71,62,56,24,0.653,0.558,0.811,0.22,24.2,10.97,0.5,274.0,3,1,0,3,2,paytm,0,1,0,0,0.3926803596410722,Medium Risk,0.0,274.0,0.66,24
CAP00161,Chennai,bike,7,parttime,27,15,9,3,0.857,0.614,0.178,0.22,16.7,11.87,0.527,37.0,2,1,0,5,0,qr_scan,1,1,1,0,0.8241442453399591,High Risk,0.857,37.0,0.44,3
CAP00162,Chennai,bike,11,parttime,22,12,9,3,0.826,0.204,0.618,0.08,12.7,11.2,0.227,41.0,1,1,0,5,1,amazon_pay,0,1,1,0,0.6909820804277093,High Risk,0.826,41.0,0.08,3
CAP00163,Hyderabad,bike,11,parttime,21,19,17,9,0.545,0.498,0.57,0.111,18.4,9.64,0.833,103.0,2,1,0,8,1,paytm,1,1,1,0,0.554552539450593,Medium Risk,0.545,103.0,0.222,9
CAP00164,Bengaluru,auto,5,fulltime,88,55,32,25,0.708,0.417,0.434,0.14,14.5,17.77,0.375,509.0,0,1,0,9,1,amazon_pay,0,0,0,1,0.15415704068477742,Low Risk,0.0,0.0,0.0,25
CAP00165,Pune,bike,8,parttime,17,14,13,4,0.722,0.308,0.837,0.22,11.8,13.76,0.479,57.0,3,0,0,4,1,gpay,1,1,1,0,0.8004100698293527,High Risk,0.722,57.0,0.66,0
CAP00166,Bengaluru,bike,11,fulltime,91,55,45,28,0.685,0.476,0.308,0.157,12.1,12.18,0.533,383.0,0,1,1,5,1,gpay,1,1,0,1,0.12398435365210513,Low Risk,0.0,383.0,0.0,28
CAP00167,Bengaluru,bike,8,parttime,31,28,23,12,0.594,0.469,0.531,0.22,20.1,10.59,0.618,132.0,3,1,1,5,2,gpay,0,1,1,1,0.5555259691433245,Medium Risk,0.594,132.0,0.66,12
CAP00168,Bengaluru,bike,4,parttime,22,18,13,11,0.478,0.46,0.479,0.22,18.1,9.39,0.297,107.0,2,1,0,5,1,gpay,0,1,1,1,0.49626302917106446,Medium Risk,0.478,107.0,0.44,11
CAP00169,Hyderabad,bike,4,fulltime,80,45,37,34,0.568,0.23,0.581,0.22,19.2,15.92,0.129,563.0,0,1,0,5,1,qr_scan,0,1,0,0,0.1566864680369847,Low Risk,0.0,563.0,0.0,34
CAP00170,Chennai,bike,8,fulltime,80,52,39,22,0.716,0.469,0.399,0.22,13.8,9.45,0.668,216.0,3,1,0,4,1,amazon_pay,0,1,0,0,0.41674464805837136,Medium Risk,0.0,216.0,0.66,22
CAP00171,Bengaluru,bike,3,fulltime,104,97,67,62,0.4,0.366,0.4,0.22,18.2,7.3,0.441,471.0,1,0,0,4,1,amazon_pay,0,1,0,1,0.03795090232714164,Low Risk,0.0,471.0,0.22,0
CAP00172,Hyderabad,bike,7,parttime,19,16,14,13,0.3,0.491,0.444,0.22,11.6,15.42,0.618,208.0,1,1,0,8,0,amazon_pay,0,1,1,0,0.30355045809731396,Low Risk,0.3,208.0,0.22,13
CAP00173,Bengaluru,bike,8,fulltime,72,40,34,23,0.671,0.409,0.256,0.191,17.0,9.98,0.347,248.0,2,0,1,6,1,paytm,0,1,0,1,0.23284403636058387,Low Risk,0.0,248.0,0.382,0
CAP00174,Chennai,bike,8,parttime,32,21,13,7,0.758,0.417,0.334,0.172,14.6,11.04,0.526,85.0,2,1,0,8,2,gpay,1,1,1,0,0.7313177919790392,High Risk,0.758,85.0,0.344,7
CAP00175,Bengaluru,bike,11,fulltime,83,56,26,10,0.869,0.601,0.427,0.22,21.2,10.47,0.18,109.0,1,1,1,6,1,gpay,1,1,0,1,0.2957511095694986,Low Risk,0.0,109.0,0.22,10
CAP00176,Chennai,auto,10,parttime,30,22,20,13,0.548,0.371,0.327,0.089,12.4,23.21,0.129,367.0,0,0,1,6,1,qr_scan,0,0,1,0,0.2826511291936137,Low Risk,0.548,0.0,0.0,0
CAP00177,Hyderabad,bike,4,parttime,25,16,13,11,0.538,0.709,0.273,0.22,17.8,8.96,0.251,103.0,2,1,0,8,1,paytm,1,1,1,0,0.5999340204774778,Medium Risk,0.538,103.0,0.44,11
CAP00178,Delhi,bike,9,parttime,33,29,25,14,0.559,0.479,0.528,0.22,15.1,11.78,0.271,172.0,2,1,0,7,0,paytm,0,1,1,0,0.49855533177807826,Medium Risk,0.559,172.0,0.44,14
CAP00179,Bengaluru,auto,10,parttime,26,19,8,5,0.778,0.726,0.283,0.123,17.6,20.11,0.2,118.0,3,0,0,4,0,amazon_pay,1,0,1,1,0.6308170819628013,Medium Risk,0.778,0.0,0.369,0
CAP00180,Bengaluru,bike,4,fulltime,75,41,36,21,0.711,0.404,0.151,0.172,9.9,11.0,0.394,255.0,2,0,1,8,0,paytm,0,1,0,1,0.20719253123627307,Low Risk,0.0,255.0,0.344,0
CAP00181,Bengaluru,bike,8,parttime,24,16,10,7,0.68,0.566,0.203,0.22,16.1,8.51,0.197,62.0,4,1,0,8,1,cash,1,1,1,1,0.7619332057947333,High Risk,0.68,62.0,0.88,7
CAP00182,Delhi,bike,6,parttime,18,14,12,8,0.526,0.724,0.152,0.08,19.0,9.22,0.592,90.0,2,0,0,14,2,amazon_pay,1,1,1,0,0.5942156649613226,Medium Risk,0.526,90.0,0.16,0
CAP00183,Pune,bike,5,parttime,31,25,19,12,0.594,0.684,0.123,0.22,17.6,10.52,0.561,131.0,4,0,0,9,1,gpay,1,1,1,0,0.7658125071112145,High Risk,0.594,131.0,0.88,0
CAP00184,Bengaluru,bike,4,parttime,24,14,9,4,0.8,0.731,0.348,0.22,18.3,9.01,0.338,37.0,0,0,1,2,1,amazon_pay,1,1,1,1,0.6778070950861248,High Risk,0.8,37.0,0.0,0
CAP00185,Chennai,bike,5,parttime,26,19,9,6,0.741,0.597,0.206,0.22,17.4,7.0,0.25,44.0,1,1,0,5,1,paytm,0,1,1,0,0.7495057569508677,High Risk,0.741,44.0,0.22,6
CAP00186,Pune,auto,11,parttime,23,16,11,7,0.667,0.751,0.106,0.04,30.0,16.42,0.409,147.0,2,1,0,3,2,gpay,1,0,1,0,0.6024971376416152,Medium Risk,0.667,0.0,0.08,7
CAP00187,Hyderabad,auto,1,parttime,22,13,10,7,0.652,0.783,0.234,0.14,20.9,13.0,0.349,104.0,2,0,0,7,1,gpay,1,0,1,0,0.7189951689075542,High Risk,0.652,0.0,0.28,0
CAP00188,Hyderabad,bike,7,fulltime,92,57,51,37,0.591,0.446,0.696,0.22,18.2,12.12,0.547,466.0,2,1,1,3,0,amazon_pay,1,1,0,0,0.14169970533415344,Low Risk,0.0,466.0,0.44,37
CAP00189,Bengaluru,bike,8,parttime,26,24,21,11,0.556,0.417,0.495,0.092,18.6,12.75,0.526,170.0,5,1,0,10,2,gpay,1,1,1,1,0.38741473180070857,Medium Risk,0.556,170.0,0.45999999999999996,11
CAP00190,Bengaluru,bike,12,parttime,27,19,11,8,0.679,0.561,0.161,0.22,18.9,11.77,0.419,98.0,2,1,0,6,1,gpay,1,1,1,1,0.6645641683849469,High Risk,0.679,98.0,0.44,8
CAP00191,Pune,bike,9,parttime,31,24,11,8,0.719,0.858,0.437,0.22,8.0,13.69,0.315,114.0,3,1,0,10,1,paytm,1,1,1,0,0.7151251288799022,High Risk,0.719,114.0,0.66,8
CAP00192,Delhi,bike,3,parttime,28,17,11,8,0.69,0.846,0.322,0.22,20.3,11.92,0.817,99.0,4,1,0,1,0,qr_scan,1,1,1,0,0.8172902404499308,High Risk,0.69,99.0,0.88,8
CAP00193,Chennai,auto,9,parttime,28,26,15,9,0.655,0.794,0.247,0.14,31.2,22.23,0.581,229.0,5,1,0,9,3,qr_scan,1,0,1,0,0.6585764686920897,High Risk,0.655,0.0,0.7000000000000001,9
CAP00194,Bengaluru,bike,10,fulltime,69,64,38,28,0.586,0.346,0.318,0.22,19.0,13.69,0.512,399.0,3,1,0,4,5,qr_scan,0,1,0,1,0.3692987753145025,Medium Risk,0.0,399.0,0.66,28
CAP00195,Bengaluru,auto,5,parttime,26,22,17,10,0.593,0.632,0.221,0.04,26.4,18.95,0.205,243.0,5,1,0,7,0,cash,1,0,1,1,0.24587910556595322,Low Risk,0.593,0.0,0.2,10
CAP00196,Chennai,bike,10,parttime,35,25,20,11,0.667,0.692,0.352,0.22,8.0,12.0,0.225,137.0,7,0,0,4,1,amazon_pay,0,1,1,0,0.849410780858899,High Risk,0.667,137.0,1.54,0
CAP00197,Pune,auto,6,fulltime,85,60,49,35,0.581,0.243,0.445,0.14,21.8,22.13,0.267,888.0,2,0,0,5,0,paytm,0,0,0,0,0.12508387097650167,Low Risk,0.0,0.0,0.28,0
CAP00198,Pune,bike,1,parttime,28,25,21,7,0.724,0.562,0.362,0.22,13.5,11.04,0.678,80.0,8,0,0,2,1,qr_scan,1,1,1,0,0.929576762067384,High Risk,0.724,80.0,1.76,0
CAP00199,Chennai,bike,9,fulltime,73,65,30,12,0.824,0.428,0.27,0.22,16.4,10.33,0.317,129.0,2,1,1,7,0,qr_scan,0,1,0,0,0.35048065394530503,Medium Risk,0.0,129.0,0.44,12
CAP00200,Chennai,bike,9,fulltime,60,55,51,23,0.607,0.344,0.159,0.112,22.8,12.75,0.301,347.0,3,0,0,8,1,amazon_pay,0,1,0,0,0.2748698270043197,Low Risk,0.0,347.0,0.336,0
CAP00201,Bengaluru,bike,6,parttime,27,17,10,9,0.643,0.46,0.305,0.22,10.7,12.3,0.526,115.0,5,1,0,8,0,gpay,1,1,1,1,0.7273348000506227,High Risk,0.643,115.0,1.1,9
CAP00202,Bengaluru,bike,8,parttime,22,17,10,5,0.739,0.392,0.454,0.157,20.3,12.87,0.116,72.0,2,1,0,7,1,gpay,1,1,1,1,0.6226905127873401,Medium Risk,0.739,72.0,0.314,5
CAP00203,Pune,bike,4,parttime,25,20,15,9,0.615,0.431,0.768,0.22,10.3,9.41,0.421,88.0,2,0,0,13,0,cash,1,1,1,0,0.6602276247747977,High Risk,0.615,88.0,0.44,0
CAP00204,Chennai,bike,5,parttime,29,20,11,7,0.733,0.903,0.6,0.179,20.4,12.23,0.166,94.0,2,0,1,6,2,amazon_pay,1,1,1,0,0.6737746966317624,High Risk,0.733,94.0,0.358,0
CAP00205,Bengaluru,bike,5,parttime,31,18,14,5,0.812,0.387,0.221,0.22,27.8,11.06,0.362,58.0,6,1,1,7,1,cash,1,1,1,1,0.8455922818123784,High Risk,0.812,58.0,1.32,5
CAP00206,Bengaluru,auto,7,parttime,28,16,9,3,0.862,0.529,0.114,0.14,24.1,19.59,0.547,67.0,9,0,0,6,0,gpay,0,0,1,1,0.8189193878243689,High Risk,0.862,0.0,1.2600000000000002,0
CAP00207,Chennai,bike,7,fulltime,84,74,59,26,0.682,0.727,0.477,0.08,15.4,9.38,0.185,299.0,2,0,1,5,1,paytm,0,1,0,0,0.1439690339626893,Low Risk,0.0,299.0,0.16,0
CAP00208,Bengaluru,bike,7,parttime,31,21,18,8,0.719,0.793,0.723,0.126,18.7,7.0,0.152,65.0,6,0,0,4,1,gpay,1,1,1,1,0.6714835697688504,High Risk,0.719,65.0,0.756,0
CAP00209,Bengaluru,bike,5,parttime,36,32,28,11,0.676,0.441,0.58,0.08,16.9,10.66,0.239,144.0,4,0,1,3,0,gpay,0,1,1,1,0.34690251533741573,Low Risk,0.676,144.0,0.32,0
CAP00210,Hyderabad,auto,4,parttime,24,15,9,6,0.72,0.908,0.337,0.14,25.7,20.36,0.322,140.0,5,1,1,5,1,gpay,0,0,1,0,0.5977946473061918,Medium Risk,0.72,0.0,0.7000000000000001,6
CAP00211,Chennai,bike,8,fulltime,89,56,47,19,0.778,0.633,0.359,0.22,24.7,12.06,0.123,238.0,3,1,0,6,2,amazon_pay,0,1,0,0,0.4262149293894443,Medium Risk,0.0,238.0,0.66,19
CAP00212,Chennai,bike,1,parttime,31,21,14,12,0.594,0.492,0.727,0.207,12.0,10.84,0.178,138.0,5,1,1,11,0,paytm,1,1,1,0,0.5666060495788116,Medium Risk,0.594,138.0,1.035,12
CAP00213,Bengaluru,bike,1,parttime,15,12,6,3,0.75,0.755,0.288,0.088,16.6,10.35,0.623,38.0,2,1,0,6,2,paytm,1,1,1,1,0.6919171648133189,High Risk,0.75,38.0,0.176,3
CAP00214,Chennai,auto,6,parttime,31,24,19,8,0.719,0.829,0.372,0.14,24.4,19.08,0.775,175.0,6,1,1,3,0,gpay,0,0,1,0,0.6066488367297868,Medium Risk,0.719,0.0,0.8400000000000001,8
CAP00215,Bengaluru,auto,2,fulltime,90,54,32,15,0.824,0.2,0.171,0.14,19.1,19.36,0.394,333.0,1,0,0,9,1,gpay,0,0,0,1,0.2782046494510017,Low Risk,0.0,0.0,0.14,0
CAP00216,Bengaluru,bike,12,fulltime,86,81,43,31,0.632,0.379,0.431,0.22,15.0,15.65,0.176,505.0,0,0,0,8,2,gpay,0,1,0,1,0.16100232454430163,Low Risk,0.0,505.0,0.0,0
CAP00217,Chennai,bike,3,fulltime,94,88,44,18,0.8,0.184,0.456,0.22,22.7,10.66,0.157,200.0,4,1,0,8,1,paytm,1,1,0,0,0.4469992593481463,Medium Risk,0.0,200.0,0.88,18
CAP00218,Chennai,bike,4,parttime,35,23,14,5,0.833,0.932,0.629,0.22,13.4,7.96,0.578,41.0,2,1,0,2,0,amazon_pay,1,1,1,0,0.8172775618108721,High Risk,0.833,41.0,0.44,5
CAP00219,Pune,bike,2,parttime,22,16,13,10,0.522,0.283,0.658,0.22,18.5,10.41,0.637,108.0,2,0,0,8,1,gpay,0,1,1,0,0.6576467425977041,High Risk,0.522,108.0,0.44,0
CAP00220,Chennai,bike,10,fulltime,96,61,52,33,0.649,0.397,0.181,0.175,18.0,10.61,0.299,385.0,2,1,1,6,2,gpay,0,1,0,0,0.15349132542850205,Low Risk,0.0,385.0,0.35,33
CAP00221,Hyderabad,auto,7,fulltime,87,82,71,61,0.295,0.045,0.39,0.14,19.1,15.53,0.517,1086.0,1,0,0,6,0,amazon_pay,0,0,0,0,0.03333995343838687,Low Risk,0.0,0.0,0.14,0
CAP00222,Bengaluru,auto,10,fulltime,80,55,36,33,0.58,0.758,0.56,0.109,20.5,15.36,0.069,602.0,0,1,0,2,1,gpay,0,0,0,1,0.11430183420174464,Low Risk,0.0,0.0,0.0,33
CAP00223,Hyderabad,bike,1,parttime,24,21,9,5,0.76,0.598,0.288,0.166,18.8,10.83,0.521,60.0,5,0,1,4,1,gpay,0,1,1,0,0.7841522005133783,High Risk,0.76,60.0,0.8300000000000001,0
CAP00224,Bengaluru,bike,3,fulltime,75,54,29,15,0.789,0.426,0.296,0.22,13.5,11.17,0.166,174.0,0,0,0,6,0,gpay,0,1,0,1,0.2803135492089396,Low Risk,0.0,174.0,0.0,0
CAP00225,Bengaluru,bike,2,parttime,28,23,12,6,0.759,0.524,0.821,0.22,18.0,9.12,0.115,57.0,2,0,0,6,1,qr_scan,1,1,1,1,0.7492372507336325,High Risk,0.759,57.0,0.44,0
CAP00226,Delhi,bike,9,fulltime,82,74,51,45,0.446,0.742,0.525,0.22,19.2,9.45,0.804,442.0,0,1,0,6,0,gpay,0,1,0,0,0.10309883920873467,Low Risk,0.0,442.0,0.0,45
CAP00227,Hyderabad,auto,8,parttime,20,15,13,12,0.381,0.621,0.587,0.125,32.0,22.08,0.186,309.0,3,0,0,3,2,gpay,1,0,1,0,0.3924157291602422,Medium Risk,0.381,0.0,0.375,0
CAP00228,Pune,bike,3,parttime,20,12,6,3,0.81,0.616,0.231,0.22,21.6,15.69,0.753,49.0,3,0,0,9,1,gpay,0,1,1,0,0.8726176323897442,High Risk,0.81,49.0,0.66,0
CAP00229,Chennai,bike,5,fulltime,88,76,35,32,0.629,0.433,0.024,0.153,15.0,12.42,0.223,449.0,1,1,1,6,1,cash,0,1,0,0,0.1363277728325377,Low Risk,0.0,449.0,0.153,32
CAP00230,Pune,bike,3,parttime,22,20,9,5,0.739,0.362,0.428,0.22,17.6,14.75,0.609,77.0,3,0,1,4,0,gpay,1,1,1,0,0.7447064136487126,High Risk,0.739,77.0,0.66,0
CAP00231,Hyderabad,bike,11,parttime,27,15,13,4,0.821,0.306,0.424,0.22,16.6,9.58,0.499,40.0,3,0,1,6,0,cash,1,1,1,0,0.8157732508314866,High Risk,0.821,40.0,0.66,0
CAP00232,Hyderabad,auto,12,parttime,25,17,14,6,0.731,0.797,0.061,0.14,10.1,18.82,0.481,129.0,2,0,0,6,1,amazon_pay,1,0,1,0,0.6933157259326781,High Risk,0.731,0.0,0.28,0
CAP00233,Hyderabad,bike,11,parttime,27,25,23,13,0.5,0.541,0.386,0.22,18.1,9.55,0.594,129.0,1,1,0,6,0,amazon_pay,0,1,1,0,0.4894766688883569,Medium Risk,0.5,129.0,0.22,13
CAP00234,Bengaluru,auto,12,fulltime,95,77,61,34,0.635,0.393,0.328,0.112,29.3,16.43,0.643,661.0,0,0,0,8,1,qr_scan,0,0,0,1,0.1399077305781441,Low Risk,0.0,0.0,0.0,0
CAP00235,Chennai,bike,11,parttime,31,19,14,11,0.625,0.8,0.156,0.22,19.9,7.99,0.803,91.0,5,1,0,2,2,amazon_pay,1,1,1,0,0.8463132675932982,High Risk,0.625,91.0,1.1,11
CAP00236,Bengaluru,auto,6,parttime,35,31,15,12,0.639,0.424,0.434,0.14,20.5,25.02,0.593,344.0,6,0,0,10,1,paytm,1,0,1,1,0.5019648142518961,Medium Risk,0.639,0.0,0.8400000000000001,0
CAP00237,Bengaluru,bike,5,parttime,33,24,17,7,0.765,0.948,0.264,0.22,12.4,11.54,0.369,84.0,3,1,0,5,1,paytm,1,1,1,1,0.7409643285191856,High Risk,0.765,84.0,0.66,7
CAP00238,Chennai,auto,11,parttime,25,22,18,6,0.731,0.578,0.544,0.081,17.9,24.67,0.39,181.0,1,1,0,5,0,gpay,1,0,1,0,0.4934440888756987,Medium Risk,0.731,0.0,0.081,6
CAP00239,Bengaluru,bike,2,fulltime,77,65,57,44,0.423,0.386,0.308,0.192,19.9,7.0,0.266,332.0,1,1,1,4,1,gpay,0,1,0,1,0.05711495397903543,Low Risk,0.0,332.0,0.192,44
