captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned
CAP00174,Chennai,bike,8,parttime,32,21,13,7,0.758,0.417,0.334,0.172,14.6,11.04,0.526,85.0,2,1,0,8,2,gpay,1
CAP00175,Bengaluru,bike,11,fulltime,83,56,26,10,0.869,0.601,0.427,0.22,21.2,10.47,0.18,109.0,1,1,1,6,1,gpay,1
CAP00176,Chennai,auto,10,parttime,30,22,20,13,0.548,0.371,0.327,0.089,12.4,23.21,0.129,367.0,0,0,1,6,1,qr_scan,0
CAP00177,Hyderabad,bike,4,parttime,25,16,13,11,0.538,0.709,0.273,0.22,17.8,8.96,0.251,103.0,2,1,0,8,1,paytm,1
CAP00178,Delhi,bike,9,parttime,33,29,25,14,0.559,0.479,0.528,0.22,15.1,11.78,0.271,172.0,2,1,0,7,0,paytm,0
CAP00179,Bengaluru,auto,10,parttime,26,19,8,5,0.778,0.726,0.283,0.123,17.6,20.11,0.2,118.0,3,0,0,4,0,amazon_pay,1
CAP00180,Bengaluru,bike,4,fulltime,75,41,36,21,0.711,0.404,0.151,0.172,9.9,11.0,0.394,255.0,2,0,1,8,0,paytm,0
CAP00181,Bengaluru,bike,8,parttime,24,16,10,7,0.68,0.566,0.203,0.22,16.1,8.51,0.197,62.0,4,1,0,8,1,cash,1
CAP00182,Delhi,bike,6,parttime,18,14,12,8,0.526,0.724,0.152,0.08,19.0,9.22,0.592,90.0,2,0,0,14,2,amazon_pay,1
CAP00183,Pune,bike,5,parttime,31,25,19,12,0.594,0.684,0.123,0.22,17.6,10.52,0.561,131.0,4,0,0,9,1,gpay,1
CAP00184,Bengaluru,bike,4,parttime,24,14,9,4,0.8,0.731,0.348,0.22,18.3,9.01,0.338,37.0,0,0,1,2,1,amazon_pay,1
CAP00185,Chennai,bike,5,parttime,26,19,9,6,0.741,0.597,0.206,0.22,17.4,7.0,0.25,44.0,1,1,0,5,1,paytm,0
CAP00186,Pune,auto,11,parttime,23,16,11,7,0.667,0.751,0.106,0.04,30.0,16.42,0.409,147.0,2,1,0,3,2,gpay,1
CAP00187,Hyderabad,auto,1,parttime,22,13,10,7,0.652,0.783,0.234,0.14,20.9,13.0,0.349,104.0,2,0,0,7,1,gpay,1
CAP00188,Hyderabad,bike,7,fulltime,92,57,51,37,0.591,0.446,0.696,0.22,18.2,12.12,0.547,466.0,2,1,1,3,0,amazon_pay,1
CAP00189,Bengaluru,bike,8,parttime,26,24,21,11,0.556,0.417,0.495,0.092,18.6,12.75,0.526,170.0,5,1,0,10,2,gpay,1
CAP00190,Bengaluru,bike,12,parttime,27,19,11,8,0.679,0.561,0.161,0.22,18.9,11.77,0.419,98.0,2,1,0,6,1,gpay,1
CAP00191,Pune,bike,9,parttime,31,24,11,8,0.719,0.858,0.437,0.22,8.0,13.69,0.315,114.0,3,1,0,10,1,paytm,1
CAP00192,Delhi,bike,3,parttime,28,17,11,8,0.69,0.846,0.322,0.22,20.3,11.92,0.817,99.0,4,1,0,1,0,qr_scan,1
CAP00193,Chennai,auto,9,parttime,28,26,15,9,0.655,0.794,0.247,0.14,31.2,22.23,0.581,229.0,5,1,0,9,3,qr_scan,1
CAP00194,Bengaluru,bike,10,fulltime,69,64,38,28,0.586,0.346,0.318,0.22,19.0,13.69,0.512,399.0,3,1,0,4,5,qr_scan,0
CAP00195,Bengaluru,auto,5,parttime,26,22,17,10,0.593,0.632,0.221,0.04,26.4,18.95,0.205,243.0,5,1,0,7,0,cash,1
CAP00196,Chennai,bike,10,parttime,35,25,20,11,0.667,0.692,0.352,0.22,8.0,12.0,0.225,137.0,7,0,0,4,1,amazon_pay,0
CAP00197,Pune,auto,6,fulltime,85,60,49,35,0.581,0.243,0.445,0.14,21.8,22.13,0.267,888.0,2,0,0,5,0,paytm,0
CAP00198,Pune,bike,1,parttime,28,25,21,7,0.724,0.562,0.362,0.22,13.5,11.04,0.678,80.0,8,0,0,2,1,qr_scan,1
CAP00199,Chennai,bike,9,fulltime,73,65,30,12,0.824,0.428,0.27,0.22,16.4,10.33,0.317,129.0,2,1,1,7,0,qr_scan,0
CAP00200,Chennai,bike,9,fulltime,60,55,51,23,0.607,0.344,0.159,0.112,22.8,12.75,0.301,347.0,3,0,0,8,1,amazon_pay,0
CAP00201,Bengaluru,bike,6,parttime,27,17,10,9,0.643,0.46,0.305,0.22,10.7,12.3,0.526,115.0,5,1,0,8,0,gpay,1
CAP00202,Bengaluru,bike,8,parttime,22,17,10,5,0.739,0.392,0.454,0.157,20.3,12.87,0.116,72.0,2,1,0,7,1,gpay,1
CAP00203,Pune,bike,4,parttime,25,20,15,9,0.615,0.431,0.768,0.22,10.3,9.41,0.421,88.0,2,0,0,13,0,cash,1
CAP00204,Chennai,bike,5,parttime,29,20,11,7,0.733,0.903,0.6,0.179,20.4,12.23,0.166,94.0,2,0,1,6,2,amazon_pay,1
CAP00205,Bengaluru,bike,5,parttime,31,18,14,5,0.812,0.387,0.221,0.22,27.8,11.06,0.362,58.0,6,1,1,7,1,cash,1
CAP00206,Bengaluru,auto,7,parttime,28,16,9,3,0.862,0.529,0.114,0.14,24.1,19.59,0.547,67.0,9,0,0,6,0,gpay,0
CAP00207,Chennai,bike,7,fulltime,84,74,59,26,0.682,0.727,0.477,0.08,15.4,9.38,0.185,299.0,2,0,1,5,1,paytm,0
CAP00208,Bengaluru,bike,7,parttime,31,21,18,8,0.719,0.793,0.723,0.126,18.7,7.0,0.152,65.0,6,0,0,4,1,gpay,1
CAP00209,Bengaluru,bike,5,parttime,36,32,28,11,0.676,0.441,0.58,0.08,16.9,10.66,0.239,144.0,4,0,1,3,0,gpay,0
CAP00210,Hyderabad,auto,4,parttime,24,15,9,6,0.72,0.908,0.337,0.14,25.7,20.36,0.322,140.0,5,1,1,5,1,gpay,0
CAP00211,Chennai,bike,8,fulltime,89,56,47,19,0.778,0.633,0.359,0.22,24.7,12.06,0.123,238.0,3,1,0,6,2,amazon_pay,0
CAP00212,Chennai,bike,1,parttime,31,21,14,12,0.594,0.492,0.727,0.207,12.0,10.84,0.178,138.0,5,1,1,11,0,paytm,1
CAP00213,Bengaluru,bike,1,parttime,15,12,6,3,0.75,0.755,0.288,0.088,16.6,10.35,0.623,38.0,2,1,0,6,2,paytm,1
CAP00214,Chennai,auto,6,parttime,31,24,19,8,0.719,0.829,0.372,0.14,24.4,19.08,0.775,175.0,6,1,1,3,0,gpay,0
CAP00215,Bengaluru,auto,2,fulltime,90,54,32,15,0.824,0.2,0.171,0.14,19.1,19.36,0.394,333.0,1,0,0,9,1,gpay,0
CAP00216,Bengaluru,bike,12,fulltime,86,81,43,31,0.632,0.379,0.431,0.22,15.0,15.65,0.176,505.0,0,0,0,8,2,gpay,0
CAP00217,Chennai,bike,3,fulltime,94,88,44,18,0.8,0.184,0.456,0.22,22.7,10.66,0.157,200.0,4,1,0,8,1,paytm,1
CAP00218,Chennai,bike,4,parttime,35,23,14,5,0.833,0.932,0.629,0.22,13.4,7.96,0.578,41.0,2,1,0,2,0,amazon_pay,1
CAP00219,Pune,bike,2,parttime,22,16,13,10,0.522,0.283,0.658,0.22,18.5,10.41,0.637,108.0,2,0,0,8,1,gpay,0
CAP00220,Chennai,bike,10,fulltime,96,61,52,33,0.649,0.397,0.181,0.175,18.0,10.61,0.299,385.0,2,1,1,6,2,gpay,0
CAP00221,Hyderabad,auto,7,fulltime,87,82,71,61,0.295,0.045,0.39,0.14,19.1,15.53,0.517,1086.0,1,0,0,6,0,amazon_pay,0
CAP00222,Bengaluru,auto,10,fulltime,80,55,36,33,0.58,0.758,0.56,0.109,20.5,15.36,0.069,602.0,0,1,0,2,1,gpay,0
CAP00223,Hyderabad,bike,1,parttime,24,21,9,5,0.76,0.598,0.288,0.166,18.8,10.83,0.521,60.0,5,0,1,4,1,gpay,0
CAP00224,Bengaluru,bike,3,fulltime,75,54,29,15,0.789,0.426,0.296,0.22,13.5,11.17,0.166,174.0,0,0,0,6,0,gpay,0
CAP00225,Bengaluru,bike,2,parttime,28,23,12,6,0.759,0.524,0.821,0.22,18.0,9.12,0.115,57.0,2,0,0,6,1,qr_scan,1
CAP00226,Delhi,bike,9,fulltime,82,74,51,45,0.446,0.742,0.525,0.22,19.2,9.45,0.804,442.0,0,1,0,6,0,gpay,0
CAP00227,Hyderabad,auto,8,parttime,20,15,13,12,0.381,0.621,0.587,0.125,32.0,22.08,0.186,309.0,3,0,0,3,2,gpay,1
CAP00228,Pune,bike,3,parttime,20,12,6,3,0.81,0.616,0.231,0.22,21.6,15.69,0.753,49.0,3,0,0,9,1,gpay,0
CAP00229,Chennai,bike,5,fulltime,88,76,35,32,0.629,0.433,0.024,0.153,15.0,12.42,0.223,449.0,1,1,1,6,1,cash,0
CAP00230,Pune,bike,3,parttime,22,20,9,5,0.739,0.362,0.428,0.22,17.6,14.75,0.609,77.0,3,0,1,4,0,gpay,1
CAP00231,Hyderabad,bike,11,parttime,27,15,13,4,0.821,0.306,0.424,0.22,16.6,9.58,0.499,40.0,3,0,1,6,0,cash,1
CAP00232,Hyderabad,auto,12,parttime,25,17,14,6,0.731,0.797,0.061,0.14,10.1,18.82,0.481,129.0,2,0,0,6,1,amazon_pay,1
CAP00233,Hyderabad,bike,11,parttime,27,25,23,13,0.5,0.541,0.386,0.22,18.1,9.55,0.594,129.0,1,1,0,6,0,amazon_pay,0
CAP00234,Bengaluru,auto,12,fulltime,95,77,61,34,0.635,0.393,0.328,0.112,29.3,16.43,0.643,661.0,0,0,0,8,1,qr_scan,0
CAP00235,Chennai,bike,11,parttime,31,19,14,11,0.625,0.8,0.156,0.22,19.9,7.99,0.803,91.0,5,1,0,2,2,amazon_pay,1
CAP00236,Bengaluru,auto,6,parttime,35,31,15,12,0.639,0.424,0.434,0.14,20.5,25.02,0.593,344.0,6,0,0,10,1,paytm,1
CAP00237,Bengaluru,bike,5,parttime,33,24,17,7,0.765,0.948,0.264,0.22,12.4,11.54,0.369,84.0,3,1,0,5,1,paytm,1
CAP00238,Chennai,auto,11,parttime,25,22,18,6,0.731,0.578,0.544,0.081,17.9,24.67,0.39,181.0,1,1,0,5,0,gpay,1
CAP00239,Bengaluru,bike,2,fulltime,77,65,57,44,0.423,0.386,0.308,0.192,19.9,7.0,0.266,332.0,1,1,1,4,1,gpay,0
CAP00240,Delhi,bike,10,fulltime,71,59,52,31,0.556,0.745,0.525,0.22,23.1,11.32,0.404,365.0,5,1,0,4,1,gpay,1
CAP00241,Delhi,bike,8,parttime,33,21,12,5,0.824,0.436,0.466,0.143,14.3,14.78,0.542,84.0,6,0,0,11,0,paytm,1
CAP00242,Delhi,bike,6,parttime,21,16,8,3,0.818,0.547,0.931,0.22,10.3,10.72,0.554,33.0,3,1,0,3,0,gpay,0
CAP00243,Hyderabad,bike,3,parttime,31,27,14,6,0.781,0.413,0.377,0.22,8.0,13.71,0.709,86.0,3,1,1,9,1,gpay,0
CAP00244,Bengaluru,bike,1,fulltime,80,71,54,49,0.383,0.517,0.18,0.22,17.3,10.0,0.177,510.0,0,1,0,6,0,paytm,0
CAP00245,Delhi,auto,5,parttime,24,14,6,2,0.88,0.253,0.239,0.14,31.6,25.62,0.526,59.0,4,1,1,8,0,amazon_pay,0
CAP00246,Hyderabad,bike,12,parttime,32,22,19,12,0.606,0.36,0.492,0.167,19.6,8.02,0.098,107.0,4,0,0,11,1,qr_scan,0
CAP00247,Delhi,auto,11,parttime,24,17,14,5,0.76,0.36,0.646,0.13,30.1,19.13,0.216,111.0,3,1,0,4,1,gpay,1
CAP00248,Delhi,auto,2,fulltime,91,67,30,26,0.707,0.083,0.882,0.06,25.0,18.24,0.9,594.0,1,1,0,9,1,paytm,0
CAP00249,Pune,bike,2,fulltime,80,58,43,28,0.642,0.724,0.551,0.22,20.6,9.43,0.606,275.0,1,0,0,4,0,qr_scan,0
CAP00250,Bengaluru,bike,9,fulltime,81,47,36,32,0.598,0.364,0.139,0.22,20.8,11.09,0.695,369.0,0,1,0,7,0,gpay,0
CAP00251,Hyderabad,bike,11,fulltime,68,61,55,29,0.565,0.649,0.063,0.22,20.8,13.18,0.31,398.0,1,1,0,5,1,gpay,0
CAP00252,Pune,bike,10,parttime,24,20,14,8,0.64,0.433,0.436,0.22,19.3,12.56,0.673,104.0,2,1,0,3,2,amazon_pay,1
CAP00253,Bengaluru,bike,7,parttime,27,19,9,7,0.714,0.518,0.324,0.172,23.0,13.52,0.341,104.0,4,0,1,8,1,amazon_pay,0
CAP00254,Bengaluru,auto,6,parttime,25,23,18,16,0.346,0.479,0.151,0.14,28.5,20.91,0.288,384.0,2,1,0,5,0,qr_scan,1
CAP00255,Hyderabad,bike,1,fulltime,81,62,38,16,0.793,0.131,0.337,0.22,19.5,9.25,0.228,154.0,1,1,0,10,1,gpay,0
CAP00256,Delhi,bike,10,parttime,30,17,11,6,0.774,0.682,0.158,0.22,21.1,10.25,0.574,64.0,2,0,0,9,0,gpay,1
CAP00257,Chennai,bike,2,parttime,23,16,9,8,0.625,0.583,0.233,0.122,11.6,9.29,0.684,87.0,6,1,0,3,0,paytm,1
CAP00258,Hyderabad,auto,11,fulltime,67,42,36,19,0.706,0.483,0.249,0.14,22.0,13.4,0.784,292.0,0,1,1,5,0,gpay,0
CAP00259,Bengaluru,bike,7,parttime,36,34,25,22,0.378,0.784,0.436,0.22,15.2,7.0,0.046,160.0,2,0,0,4,1,qr_scan,0
CAP00260,Chennai,bike,3,parttime,24,14,11,7,0.68,0.48,0.29,0.126,20.2,7.22,0.629,59.0,3,1,1,8,0,amazon_pay,1
CAP00261,Delhi,bike,2,parttime,35,23,12,7,0.778,0.845,0.202,0.22,16.1,13.39,0.65,97.0,0,1,1,6,0,gpay,1
CAP00262,Bengaluru,bike,6,fulltime,84,68,49,26,0.682,0.363,0.335,0.22,23.6,11.11,0.307,300.0,1,1,1,8,0,gpay,0
CAP00263,Hyderabad,auto,8,parttime,26,16,9,5,0.778,0.949,0.154,0.14,17.5,17.8,0.776,102.0,4,0,0,6,2,paytm,0
CAP00264,Pune,auto,8,parttime,25,14,6,4,0.808,0.846,0.225,0.14,35.9,17.57,0.417,81.0,3,1,0,7,1,paytm,0
CAP00265,Chennai,bike,11,parttime,26,18,14,10,0.593,0.867,0.215,0.16,14.1,7.0,0.758,78.0,1,0,0,4,2,gpay,1
CAP00266,Chennai,bike,2,parttime,23,20,18,7,0.667,0.542,0.722,0.09,18.9,9.95,0.454,85.0,3,0,0,3,0,qr_scan,0
CAP00267,Chennai,bike,6,fulltime,81,63,51,37,0.537,0.882,0.455,0.22,20.7,11.03,0.24,424.0,0,1,1,3,1,gpay,0
CAP00268,Hyderabad,bike,12,parttime,35,29,14,12,0.639,0.525,0.37,0.193,17.3,12.64,0.544,163.0,2,0,1,8,2,paytm,0
CAP00269,Bengaluru,bike,5,parttime,34,22,16,9,0.714,0.466,0.041,0.22,26.4,10.95,0.844,102.0,4,0,0,7,1,cash,1
CAP00270,Pune,bike,7,parttime,27,24,20,10,0.607,0.869,0.61,0.138,15.5,11.79,0.479,136.0,4,0,0,4,1,gpay,1
CAP00271,Pune,bike,4,fulltime,85,65,34,26,0.686,0.128,0.065,0.08,16.8,11.84,0.339,378.0,2,0,1,6,2,paytm,0
CAP00272,Pune,auto,12,parttime,38,26,24,10,0.718,0.327,0.327,0.04,25.8,25.4,0.727,325.0,1,1,0,7,2,gpay,0
CAP00273,Delhi,bike,2,parttime,24,19,14,12,0.48,0.421,0.326,0.22,21.5,10.97,0.586,137.0,2,1,0,3,1,gpay,1
CAP00274,Hyderabad,auto,10,parttime,39,27,25,16,0.575,0.553,0.828,0.083,31.9,16.55,0.656,324.0,1,0,0,4,0,cash,0
CAP00275,Hyderabad,bike,3,parttime,26,17,13,9,0.63,0.365,0.348,0.181,17.6,12.22,0.442,120.0,3,0,0,6,0,qr_scan,0
CAP00276,Pune,bike,9,parttime,28,23,18,10,0.621,0.632,0.203,0.22,14.6,12.15,0.374,126.0,8,1,1,4,1,amazon_pay,1
CAP00277,Chennai,auto,10,parttime,26,15,12,7,0.704,0.563,0.527,0.131,21.5,23.41,0.523,190.0,1,1,0,4,2,gpay,0
CAP00278,Chennai,bike,8,parttime,25,20,17,11,0.538,0.874,0.698,0.22,21.9,9.02,0.607,103.0,0,0,0,6,3,paytm,1
CAP00279,Pune,bike,9,fulltime,69,52,46,43,0.371,0.446,0.339,0.22,13.4,9.06,0.048,405.0,1,1,0,8,0,amazon_pay,0
CAP00280,Pune,bike,5,fulltime,79,59,48,37,0.525,0.241,0.335,0.22,20.2,9.29,0.102,357.0,1,0,1,5,1,paytm,0
CAP00281,Bengaluru,bike,5,parttime,35,24,16,14,0.583,0.416,0.282,0.22,18.8,10.48,0.26,153.0,4,1,0,8,2,gpay,0
CAP00282,Hyderabad,auto,7,parttime,36,23,13,12,0.649,0.49,0.398,0.052,14.8,13.69,0.773,208.0,5,0,1,3,0,amazon_pay,1
CAP00283,Bengaluru,auto,7,parttime,22,18,11,9,0.565,0.819,0.22,0.14,29.6,19.08,0.409,197.0,3,1,0,8,2,gpay,0
CAP00284,Hyderabad,bike,1,fulltime,81,70,63,23,0.707,0.371,0.317,0.194,23.5,9.89,0.548,244.0,3,0,1,5,0,cash,0
CAP00285,Bengaluru,bike,12,fulltime,85,59,52,26,0.686,0.133,0.292,0.2,22.7,9.94,0.848,276.0,2,1,0,8,0,paytm,0
CAP00286,Hyderabad,bike,5,parttime,21,12,7,5,0.727,0.733,0.213,0.22,14.8,9.81,0.593,51.0,6,1,0,5,2,gpay,0
CAP00287,Hyderabad,bike,8,parttime,30,16,10,3,0.871,0.615,0.346,0.22,14.0,9.69,0.559,30.0,3,1,0,2,2,gpay,1
CAP00288,Bengaluru,bike,7,parttime,24,18,10,6,0.72,0.551,0.162,0.22,21.4,10.75,0.436,67.0,4,1,0,4,0,amazon_pay,1
CAP00289,Hyderabad,bike,11,parttime,33,21,15,12,0.618,0.85,0.253,0.216,17.9,7.24,0.287,91.0,4,1,0,6,0,gpay,0
CAP00290,Bengaluru,bike,2,fulltime,71,50,31,28,0.597,0.496,0.408,0.22,17.7,10.43,0.44,304.0,0,1,1,4,1,paytm,0
CAP00291,Bengaluru,bike,8,parttime,20,15,12,7,0.619,0.725,0.402,0.141,8.5,12.71,0.584,102.0,3,0,0,8,0,gpay,1
CAP00292,Pune,bike,2,parttime,29,24,16,13,0.533,0.872,0.444,0.212,20.5,9.93,0.473,136.0,1,1,1,6,2,gpay,1
CAP00293,Hyderabad,bike,10,parttime,25,17,9,5,0.769,0.562,0.304,0.22,16.2,9.39,0.114,49.0,3,1,1,1,0,qr_scan,0
CAP00294,Bengaluru,bike,1,fulltime,71,59,39,16,0.764,0.65,0.649,0.22,19.4,8.48,0.187,141.0,2,1,1,7,0,gpay,0
CAP00295,Hyderabad,auto,11,fulltime,78,71,58,36,0.532,0.221,0.577,0.14,19.1,20.86,0.201,861.0,1,0,0,5,0,qr_scan,0
CAP00296,Chennai,auto,11,parttime,24,15,10,6,0.72,0.184,0.133,0.106,24.2,22.01,0.663,157.0,3,1,0,8,1,amazon_pay,0
CAP00297,Bengaluru,bike,11,fulltime,87,72,52,34,0.602,0.686,0.609,0.214,15.9,9.6,0.277,342.0,1,0,0,8,0,cash,0
CAP00298,Chennai,bike,3,fulltime,74,49,44,39,0.467,0.027,0.344,0.22,19.7,13.71,0.114,556.0,1,1,0,3,1,gpay,0
CAP00299,Bengaluru,auto,3,fulltime,72,41,33,23,0.671,0.642,0.28,0.09,25.1,19.75,0.483,551.0,3,0,0,6,1,paytm,1
CAP00300,Bengaluru,auto,6,parttime,28,16,15,6,0.759,0.524,0.452,0.14,20.0,20.07,0.576,138.0,3,0,1,6,0,paytm,1
CAP00301,Hyderabad,auto,12,fulltime,66,54,26,15,0.761,0.501,0.297,0.067,28.1,23.63,0.596,441.0,0,1,0,4,1,qr_scan,0
CAP00302,Hyderabad,bike,3,parttime,35,21,17,10,0.694,0.85,0.159,0.22,15.3,10.23,0.258,106.0,4,0,0,6,0,amazon_pay,1
CAP00303,Chennai,auto,7,parttime,34,32,26,21,0.371,0.493,0.46,0.14,15.0,19.25,0.299,464.0,2,1,0,4,2,gpay,0
CAP00304,Chennai,bike,8,parttime,26,19,9,5,0.778,0.484,0.183,0.22,16.6,10.49,0.104,55.0,2,0,1,7,2,cash,1
CAP00305,Delhi,auto,3,parttime,24,16,14,8,0.64,0.226,0.642,0.14,25.6,17.94,0.344,165.0,1,1,0,6,2,gpay,1
CAP00306,Hyderabad,auto,9,parttime,35,27,23,9,0.722,0.626,0.447,0.14,20.0,23.67,0.226,244.0,3,0,0,5,1,gpay,1
CAP00307,Bengaluru,bike,1,parttime,29,16,11,8,0.7,0.281,0.18,0.22,20.2,12.16,0.619,101.0,1,0,0,6,0,gpay,1
CAP00308,Pune,auto,3,fulltime,72,41,22,17,0.753,0.144,0.953,0.14,19.4,17.86,0.478,348.0,1,1,0,3,1,paytm,0
CAP00309,Bengaluru,bike,12,parttime,28,21,11,5,0.793,0.541,0.404,0.102,23.2,15.34,0.849,92.0,1,0,0,3,2,gpay,1
CAP00310,Hyderabad,auto,3,parttime,33,20,10,7,0.765,0.447,0.442,0.14,30.3,20.85,0.494,167.0,2,0,1,3,0,gpay,0
CAP00311,Bengaluru,bike,7,parttime,40,23,12,4,0.878,0.894,0.37,0.22,18.0,10.78,0.713,45.0,4,0,0,4,1,gpay,1
CAP00312,Bengaluru,auto,11,parttime,24,19,17,11,0.52,0.845,0.194,0.14,19.6,17.41,0.269,220.0,0,1,1,3,2,qr_scan,0
CAP00313,Delhi,bike,11,parttime,19,13,9,6,0.65,0.871,0.345,0.08,11.6,10.89,0.51,80.0,3,1,1,7,1,cash,1
CAP00314,Pune,bike,5,parttime,44,32,16,6,0.844,0.755,0.556,0.22,17.5,10.63,0.444,66.0,2,0,1,4,4,amazon_pay,1
CAP00315,Chennai,bike,4,parttime,35,29,26,19,0.444,0.398,0.59,0.22,15.4,11.43,0.782,226.0,2,1,0,5,1,amazon_pay,1
CAP00316,Hyderabad,bike,2,parttime,27,22,10,4,0.821,0.497,0.665,0.22,17.6,8.17,0.4,34.0,6,0,0,9,0,amazon_pay,1
CAP00317,Bengaluru,bike,7,parttime,35,30,19,15,0.556,0.531,0.254,0.22,19.5,10.6,0.108,165.0,3,1,0,4,1,paytm,0
CAP00318,Bengaluru,bike,3,parttime,33,19,15,6,0.794,0.702,0.242,0.08,20.5,12.17,0.198,90.0,2,0,0,5,2,gpay,1
CAP00319,Bengaluru,bike,7,parttime,21,12,10,6,0.682,0.51,0.566,0.205,10.4,10.47,0.461,67.0,4,0,1,5,1,amazon_pay,1
CAP00320,Hyderabad,bike,10,parttime,29,22,19,16,0.433,0.417,0.107,0.103,16.0,12.49,0.43,239.0,3,0,0,8,1,gpay,0
CAP00321,Chennai,bike,12,fulltime,95,87,80,31,0.667,0.172,0.54,0.22,19.0,12.93,0.574,417.0,1,0,0,8,1,cash,0
CAP00322,Chennai,auto,7,fulltime,81,68,39,32,0.598,0.06,0.142,0.14,15.6,24.59,0.215,902.0,3,1,0,8,0,cash,0
CAP00323,Bengaluru,bike,11,fulltime,61,50,32,25,0.581,0.284,0.404,0.155,18.8,8.79,0.306,248.0,0,1,1,3,1,cash,0
CAP00324,Delhi,bike,2,fulltime,68,47,36,18,0.725,0.439,0.844,0.22,15.0,11.01,0.601,206.0,2,0,1,3,0,amazon_pay,1
CAP00325,Chennai,bike,7,parttime,25,19,16,14,0.423,0.735,0.338,0.22,15.5,7.4,0.452,108.0,5,1,0,6,1,cash,0
CAP00326,Hyderabad,bike,6,fulltime,84,69,51,45,0.459,0.097,0.295,0.22,18.7,11.79,0.592,552.0,1,1,0,13,0,amazon_pay,0
CAP00327,Chennai,bike,10,parttime,32,24,14,11,0.636,0.796,0.171,0.22,14.5,10.02,0.794,115.0,4,1,0,6,1,gpay,0
CAP00328,Hyderabad,bike,4,fulltime,74,47,39,33,0.547,0.303,0.485,0.1,18.6,12.56,0.289,497.0,1,0,0,7,0,cash,0
CAP00329,Bengaluru,auto,11,fulltime,69,56,50,21,0.686,0.142,0.535,0.04,39.5,15.81,0.079,425.0,0,1,0,8,1,gpay,0
CAP00330,Hyderabad,bike,5,fulltime,65,49,22,13,0.788,0.567,0.336,0.22,19.6,9.78,0.441,132.0,2,1,0,5,1,cash,0
CAP00331,Chennai,bike,12,parttime,22,14,6,5,0.739,0.676,0.339,0.22,20.5,9.43,0.332,49.0,4,0,0,2,0,qr_scan,1
CAP00332,Bengaluru,bike,8,parttime,26,19,17,6,0.741,0.773,0.612,0.22,16.5,11.38,0.212,71.0,2,0,0,7,2,paytm,0
CAP00333,Bengaluru,bike,5,parttime,24,16,11,6,0.72,0.728,0.302,0.22,22.1,9.6,0.241,60.0,5,0,1,11,2,paytm,1
CAP00334,Bengaluru,bike,3,parttime,20,11,5,4,0.762,0.814,0.496,0.22,14.3,9.4,0.794,39.0,2,0,0,3,0,gpay,1
CAP00335,Bengaluru,auto,2,parttime,30,22,13,9,0.677,0.372,0.053,0.074,37.3,13.0,0.256,144.0,5,0,0,4,0,gpay,0
CAP00336,Pune,bike,6,parttime,24,22,16,5,0.76,0.728,0.31,0.168,12.9,9.02,0.394,50.0,1,0,0,4,0,gpay,1
CAP00337,Chennai,bike,6,fulltime,74,48,36,31,0.573,0.376,0.13,0.22,15.9,11.66,0.103,376.0,0,0,1,6,0,amazon_pay,0
CAP00338,Hyderabad,bike,7,fulltime,70,50,26,14,0.789,0.741,0.499,0.22,12.6,7.0,0.154,102.0,0,0,0,6,1,amazon_pay,0
CAP00339,Bengaluru,auto,8,fulltime,86,75,65,24,0.713,0.724,0.486,0.14,29.6,24.44,0.609,673.0,2,1,0,6,1,paytm,0
CAP00340,Hyderabad,bike,4,fulltime,96,89,64,54,0.433,0.534,0.321,0.208,16.1,9.9,0.741,565.0,0,1,0,8,1,gpay,0
CAP00341,Hyderabad,bike,12,fulltime,82,46,32,25,0.687,0.573,0.254,0.08,19.9,12.36,0.774,379.0,0,1,1,9,1,amazon_pay,0
CAP00342,Bengaluru,bike,8,fulltime,79,67,48,32,0.588,0.696,0.622,0.22,17.4,11.78,0.602,392.0,3,0,0,8,1,paytm,1
CAP00343,Hyderabad,bike,12,parttime,34,23,11,6,0.8,0.693,0.387,0.22,8.0,12.17,0.136,76.0,1,1,1,6,1,paytm,1
CAP00344,Hyderabad,auto,1,parttime,29,17,14,11,0.6,0.717,0.704,0.14,19.7,21.31,0.56,269.0,3,1,0,10,3,qr_scan,0
CAP00345,Chennai,bike,6,fulltime,96,81,39,27,0.711,0.398,0.255,0.114,15.3,11.09,0.662,354.0,3,0,0,5,1,cash,0
CAP00346,Chennai,bike,6,parttime,25,18,12,5,0.769,0.797,0.488,0.124,18.9,12.69,0.279,74.0,1,1,0,6,0,gpay,1
CAP00347,Bengaluru,auto,3,parttime,24,15,11,9,0.6,0.605,0.519,0.132,16.7,19.48,0.18,203.0,3,0,0,10,2,amazon_pay,1
CAP00348,Hyderabad,bike,9,fulltime,78,65,36,24,0.684,0.259,0.373,0.22,22.0,10.04,0.285,251.0,3,1,0,4,3,amazon_pay,1
CAP00349,Chennai,bike,12,parttime,29,18,12,10,0.633,0.848,0.554,0.22,25.3,8.36,0.403,87.0,0,0,0,6,0,paytm,0
CAP00350,Hyderabad,bike,12,fulltime,72,57,33,13,0.808,0.358,0.77,0.166,18.3,12.11,0.619,175.0,2,1,0,11,1,gpay,0
